method-a,method-b,verdict
org.apache.commons.validator.ValidatorAction.setMethod(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.setMethod(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.setMethod(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setMethod(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setMethodParams(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,sometimes-true-spec
org.apache.commons.validator.ValidatorAction.setMethodParams(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.setMethodParams(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setMethodParams(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.executeValidationMethod(Lorg/apache/commons/validator/Field;Ljava/util/Map;Lorg/apache/commons/validator/ValidatorResults;I)Z,true-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.formatJavascriptFileName()Ljava/lang/String;,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getClassLoader(Ljava/util/Map;)Ljava/lang/ClassLoader;,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getDependencyList()Ljava/util/List;,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getName()Ljava/lang/String;,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getParameterValues(Ljava/util/Map;)[Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.getValidationClassInstance()Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.isValid(Ljava/lang/Object;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.loadParameterClasses(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.loadValidationClass(Ljava/lang/ClassLoader;)V,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.loadValidationMethod()V,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.onlyReturnErrors(Ljava/util/Map;)Z,spurious-spec
org.apache.commons.validator.ValidatorAction.setName(Ljava/lang/String;)V,org.apache.commons.validator.ValidatorAction.readJavascriptFile(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.ValidatorResources.addFormSet(Lorg/apache/commons/validator/FormSet;)V,org.apache.commons.validator.ValidatorResources.buildKey(Lorg/apache/commons/validator/FormSet;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.ValidatorResources.addFormSet(Lorg/apache/commons/validator/FormSet;)V,org.apache.commons.validator.ValidatorResources.getValidatorActions()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.addFormSet(Lorg/apache/commons/validator/FormSet;)V,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.buildKey(Lorg/apache/commons/validator/FormSet;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.getConstants()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/util/Locale;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.getFormSet(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/FormSet;,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.process()V,spurious-spec
org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.processForms()V,spurious-spec
org.apache.commons.validator.ValidatorResources.getConstants()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.getConstants()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/util/Locale;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.getConstants()Ljava/util/Map;,org.apache.commons.validator.ValidatorResources.getValidatorActions()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.getForm(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,org.apache.commons.validator.ValidatorResources.getValidatorActions()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.getForm(Ljava/util/Locale;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,no-break-pass (direct)
org.apache.commons.validator.ValidatorResources.getForm(Ljava/util/Locale;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,org.apache.commons.validator.ValidatorResources.getValidatorActions()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.getLog()Lorg/apache/commons/logging/Log;,org.apache.commons.validator.ValidatorResources.addOldArgRules(Lorg/apache/commons/digester/Digester;)V,spurious-spec
org.apache.commons.validator.ValidatorResources.getParent(Lorg/apache/commons/validator/FormSet;)Lorg/apache/commons/validator/FormSet;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.getParent(Lorg/apache/commons/validator/FormSet;)Lorg/apache/commons/validator/FormSet;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/util/Locale;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.getParent(Lorg/apache/commons/validator/FormSet;)Lorg/apache/commons/validator/FormSet;,org.apache.commons.validator.ValidatorResources.getValidatorActions()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.addFormSet(Lorg/apache/commons/validator/FormSet;)V,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.addOldArgRules(Lorg/apache/commons/digester/Digester;)V,no-break-pass (direct)
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.buildKey(Lorg/apache/commons/validator/FormSet;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getActions()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getConstants()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getForm(Ljava/util/Locale;Ljava/lang/String;)Lorg/apache/commons/validator/Form;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getFormSet(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lorg/apache/commons/validator/FormSet;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getLog()Lorg/apache/commons/logging/Log;,no-break-pass (direct)
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getParent(Lorg/apache/commons/validator/FormSet;)Lorg/apache/commons/validator/FormSet;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.getValidatorActions()Ljava/util/Map;,spurious-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.process()V,sometimes-true-spec
org.apache.commons.validator.ValidatorResources.initDigester()Lorg/apache/commons/digester/Digester;,org.apache.commons.validator.ValidatorResources.processForms()V,sometimes-true-spec
org.apache.commons.validator.ValidatorResources.process()V,org.apache.commons.validator.ValidatorResources.getConstants()Ljava/util/Map;,no-break-pass (indirect)
org.apache.commons.validator.ValidatorResources.process()V,org.apache.commons.validator.ValidatorResources.getParent(Lorg/apache/commons/validator/FormSet;)Lorg/apache/commons/validator/FormSet;,no-break-pass (indirect)
org.apache.commons.validator.ValidatorResources.process()V,org.apache.commons.validator.ValidatorResources.processForms()V,no-break-pass (direct)
org.apache.commons.validator.ValidatorResources.processForms()V,org.apache.commons.validator.ValidatorResources.getConstants()Ljava/util/Map;,no-break-pass (direct)
org.apache.commons.validator.ValidatorResources.processForms()V,org.apache.commons.validator.ValidatorResources.getParent(Lorg/apache/commons/validator/FormSet;)Lorg/apache/commons/validator/FormSet;,no-break-pass (direct)
org.apache.commons.validator.ValidatorResult.add(Ljava/lang/String;ZLjava/lang/Object;)V,org.apache.commons.validator.ValidatorResult.getResult(Ljava/lang/String;)Ljava/lang/Object;,spurious-spec
org.apache.commons.validator.ValidatorResult.add(Ljava/lang/String;ZLjava/lang/Object;)V,org.apache.commons.validator.ValidatorResult.isValid(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.ValidatorResult.containsAction(Ljava/lang/String;)Z,org.apache.commons.validator.ValidatorResult.isValid(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.Var.getJsType()Ljava/lang/String;,org.apache.commons.validator.Var.getBundle()Ljava/lang/String;,spurious-spec
org.apache.commons.validator.Var.getJsType()Ljava/lang/String;,org.apache.commons.validator.Var.isResource()Z,spurious-spec
org.apache.commons.validator.Var.isResource()Z,org.apache.commons.validator.Var.getBundle()Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.routines.AbstractCalendarValidator.getFormat(Ljava/util/Locale;)Ljava/text/Format;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.AbstractCalendarValidator.getFormat(Ljava/util/Locale;)Ljava/text/Format;,no-break-pass (indirect)
org.apache.commons.validator.routines.AbstractCalendarValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.AbstractCalendarValidator.isValid(Ljava/lang/String;Ljava/util/Locale;)Z,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.getFormat(Ljava/util/Locale;)Ljava/text/Format;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/text/Format;)Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractFormatValidator.isStrict()Z,no-break-pass (indirect)
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractFormatValidator.processParsedValue(Ljava/lang/Object;Ljava/text/Format;)Ljava/lang/Object;,no-break-pass (indirect)
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/text/Format;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/text/Format;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/text/Format;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.getFormat(Ljava/util/Locale;)Ljava/text/Format;,spurious-spec
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/text/Format;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractFormatValidator.isStrict()Z,no-break-pass (direct)
org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/text/Format;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractFormatValidator.processParsedValue(Ljava/lang/Object;Ljava/text/Format;)Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.routines.BigDecimalValidator.isValid(Ljava/lang/String;Ljava/lang/String;)Z,org.apache.commons.validator.routines.AbstractFormatValidator.isValid(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/TimeZone;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/TimeZone;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/TimeZone;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/TimeZone;)Ljava/lang/String;,org.apache.commons.validator.routines.CalendarValidator.format(Ljava/lang/Object;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,org.apache.commons.validator.routines.CalendarValidator.validate(Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.CodeValidator.getMaxLength()I,org.apache.commons.validator.routines.CodeValidator.getCheckDigit()Lorg/apache/commons/validator/routines/checkdigit/CheckDigit;,spurious-spec
org.apache.commons.validator.routines.CodeValidator.getMinLength()I,org.apache.commons.validator.routines.CodeValidator.getCheckDigit()Lorg/apache/commons/validator/routines/checkdigit/CheckDigit;,spurious-spec
org.apache.commons.validator.routines.CodeValidator.getMinLength()I,org.apache.commons.validator.routines.CodeValidator.getMaxLength()I,spurious-spec
org.apache.commons.validator.routines.CodeValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.CodeValidator.validate(Ljava/lang/String;)Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.routines.DomainValidator.isAllowLocal()Z,org.apache.commons.validator.routines.DomainValidator.isValidLocalTld(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.routines.DomainValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.DomainValidator.isValidCountryCodeTld(Ljava/lang/String;)Z,no-break-pass (indirect)
org.apache.commons.validator.routines.DomainValidator.isValidTld(Ljava/lang/String;)Z,org.apache.commons.validator.routines.DomainValidator.isValidCountryCodeTld(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.DomainValidator.isValidTld(Ljava/lang/String;)Z,org.apache.commons.validator.routines.DomainValidator.isValidGenericTld(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.DomainValidator.isValidTld(Ljava/lang/String;)Z,org.apache.commons.validator.routines.DomainValidator.isValidInfrastructureTld(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.EmailValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.EmailValidator.isValidDomain(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.EmailValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.EmailValidator.isValidUser(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.EmailValidator.isValidUser(Ljava/lang/String;)Z,org.apache.commons.validator.routines.EmailValidator.isValidDomain(Ljava/lang/String;)Z,spurious-spec
org.apache.commons.validator.routines.IBANValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.IBANValidator.getValidator(Ljava/lang/String;)Lorg/apache/commons/validator/routines/IBANValidator$Validator;,no-break-pass (direct)
org.apache.commons.validator.routines.ISBNValidator.validate(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.routines.ISBNValidator.convertToISBN13(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.ISSNValidator.convertToEAN13(Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.routines.ISSNValidator.validate(Ljava/lang/String;)Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.routines.InetAddressValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.InetAddressValidator.isValidInet4Address(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.InetAddressValidator.isValid(Ljava/lang/String;)Z,org.apache.commons.validator.routines.InetAddressValidator.isValidInet6Address(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.InetAddressValidator.isValidInet6Address(Ljava/lang/String;)Z,org.apache.commons.validator.routines.InetAddressValidator.isValidInet4Address(Ljava/lang/String;)Z,no-break-pass (direct)
org.apache.commons.validator.routines.RegexValidator.validate(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.routines.RegexValidator.match(Ljava/lang/String;)[Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.format(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.routines.TimeValidator.format(Ljava/lang/Object;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.format(Ljava/lang/Object;Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.validator.routines.TimeValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.format(Ljava/lang/Object;Ljava/util/Locale;)Ljava/lang/String;,org.apache.commons.validator.routines.TimeValidator.format(Ljava/lang/Object;)Ljava/lang/String;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractCalendarValidator.parse(Ljava/lang/String;Ljava/text/Format;)Ljava/lang/Object;,no-break-pass (direct)
org.apache.commons.validator.routines.TimeValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractFormatValidator.isStrict()Z,no-break-pass (indirect)
org.apache.commons.validator.routines.TimeValidator.parse(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/lang/Object;,org.apache.commons.validator.routines.AbstractFormatValidator.processParsedValue(Ljava/lang/Object;Ljava/text/Format;)Ljava/lang/Object;,no-break-pass (indirect)
org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;)Ljava/util/Calendar;,org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;)Ljava/util/Calendar;,org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;)Ljava/util/Calendar;,org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;)Ljava/util/Calendar;,org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;Ljava/util/Locale;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;)Ljava/util/Calendar;,org.apache.commons.validator.routines.TimeValidator.validate(Ljava/lang/String;Ljava/util/TimeZone;)Ljava/util/Calendar;,spurious-spec
