method-a,method-b,verdict
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFileItemFactory()Lorg/apache/commons/fileupload2/FileItemFactory;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFileName(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFileName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getItemIterator(Lorg/apache/commons/fileupload2/RequestContext;)Lorg/apache/commons/fileupload2/FileItemIterator;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getParsedHeaders(Ljava/lang/String;)Lorg/apache/commons/fileupload2/FileItemHeaders;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.newFileItemHeaders()Lorg/apache/commons/fileupload2/util/FileItemHeadersImpl;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getBoundary(Ljava/lang/String;)[B,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFieldName(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFieldName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFileItemFactory()Lorg/apache/commons/fileupload2/FileItemFactory;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFileName(Ljava/lang/String;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getFileName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getItemIterator(Lorg/apache/commons/fileupload2/RequestContext;)Lorg/apache/commons/fileupload2/FileItemIterator;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.getParsedHeaders(Ljava/lang/String;)Lorg/apache/commons/fileupload2/FileItemHeaders;,no-break-pass (indirect)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,org.apache.commons.fileupload2.FileUploadBase.newFileItemHeaders()Lorg/apache/commons/fileupload2/util/FileItemHeadersImpl;,no-break-pass (indirect)
org.apache.commons.fileupload2.FileItemStream.getFieldName()Ljava/lang/String;,org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.close()V,spurious-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.FileItem.get()[B,true-spec
org.apache.commons.fileupload2.FileItem.getFieldName()Ljava/lang/String;,org.apache.commons.fileupload2.FileItem.getContentType()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getFieldName()Ljava/lang/String;,org.apache.commons.fileupload2.FileItem.getName()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getFieldName()Ljava/lang/String;,org.apache.commons.fileupload2.FileItem.isFormField()Z,spurious-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.FileItem.delete()V,unknown
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,unknown
org.apache.commons.fileupload2.FileItem.isFormField()Z,org.apache.commons.fileupload2.FileItem.getName()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.FileItem.delete()V,unknown
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.FileItem.get()[B,spurious-spec
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,spurious-spec
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.disk.DiskFileItem.getCharSet()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.disk.DiskFileItem.getContentType()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.FileItem.delete()V,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.FileItem.get()[B,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.FileItem.isInMemory()Z,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.disk.DiskFileItem.getCharSet()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.disk.DiskFileItem.getContentType()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.disk.DiskFileItem.isInMemory()Z,true-spec
org.apache.commons.fileupload2.servlet.ServletFileUpload.setFileSizeMax(J)V,org.apache.commons.fileupload2.FileUploadBase.getItemIterator(Lorg/apache/commons/fileupload2/RequestContext;)Lorg/apache/commons/fileupload2/FileItemIterator;,spurious-spec
org.apache.commons.fileupload2.servlet.ServletFileUpload.setFileSizeMax(J)V,org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,sometimes-true-spec
org.apache.commons.fileupload2.servlet.ServletFileUpload.setFileSizeMax(J)V,org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,spurious-spec
org.apache.commons.fileupload2.DefaultFileItem.getStoreLocation()Ljava/io/File;,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.FileItem.delete()V,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,no-break-pass (direct)
org.apache.commons.fileupload2.FileItem.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.FileItem.getName()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.FileItem.isFormField()Z,spurious-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.DefaultFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.FileItem.getSize()J,true-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,true-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.FileItem.isInMemory()Z,true-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,true-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.disk.DiskFileItem.getCharSet()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.disk.DiskFileItem.getContentType()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getOutputStream()Ljava/io/OutputStream;,org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,no-break-pass (direct)
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.DefaultFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.FileItem.delete()V,spurious-spec
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.FileItem.get()[B,spurious-spec
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,spurious-spec
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.disk.DiskFileItem.getCharSet()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.disk.DiskFileItem.getContentType()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.getSize()J,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,no-break-pass (direct)
org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,org.apache.commons.fileupload2.disk.DiskFileItem.getCharSet()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,org.apache.commons.fileupload2.disk.DiskFileItem.getContentType()Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.FileItem.isInMemory()Z,org.apache.commons.fileupload2.FileItem.getSize()J,spurious-spec
org.apache.commons.fileupload2.FileItemFactory.createItem(Ljava/lang/String;Ljava/lang/String;ZLjava/lang/String;)Lorg/apache/commons/fileupload2/FileItem;,org.apache.commons.fileupload2.DefaultFileItemFactory.getRepository()Ljava/io/File;,no-break-pass (direct)
org.apache.commons.fileupload2.FileItemFactory.createItem(Ljava/lang/String;Ljava/lang/String;ZLjava/lang/String;)Lorg/apache/commons/fileupload2/FileItem;,org.apache.commons.fileupload2.DefaultFileItemFactory.getSizeThreshold()I,no-break-pass (direct)
org.apache.commons.fileupload2.ParameterParser.parse(Ljava/lang/String;C)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.getToken(Z)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.ParameterParser.parse(Ljava/lang/String;C)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.parse([CC)Ljava/util/Map;,no-break-pass (indirect)
org.apache.commons.fileupload2.ParameterParser.parse(Ljava/lang/String;C)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.parse([CIIC)Ljava/util/Map;,no-break-pass (indirect)
org.apache.commons.fileupload2.ParameterParser.parse(Ljava/lang/String;C)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.parseToken([C)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.ParameterParser.parse([CC)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.getToken(Z)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.ParameterParser.parse([CC)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.parse([CIIC)Ljava/util/Map;,no-break-pass (direct)
org.apache.commons.fileupload2.ParameterParser.parse([CC)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.parseToken([C)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.ParameterParser.parse([CIIC)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.getToken(Z)Ljava/lang/String;,no-break-pass (indirect)
org.apache.commons.fileupload2.ParameterParser.parse([CIIC)Ljava/util/Map;,org.apache.commons.fileupload2.ParameterParser.parseToken([C)Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,org.apache.commons.fileupload2.DefaultFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,org.apache.commons.fileupload2.FileItem.delete()V,true-spec
org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getCharSet()Ljava/lang/String;,org.apache.commons.fileupload2.disk.DiskFileItem.getContentType()Ljava/lang/String;,no-break-pass (direct)
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.DefaultFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.FileItem.getSize()J,spurious-spec
org.apache.commons.fileupload2.servlet.ServletFileUpload.getItemIterator(Ljavax/servlet/http/HttpServletRequest;)Lorg/apache/commons/fileupload2/FileItemIterator;,org.apache.commons.fileupload2.FileUpload.getItemIterator(Lorg/apache/commons/fileupload2/RequestContext;)Lorg/apache/commons/fileupload2/FileItemIterator;,no-break-pass (direct)
org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,org.apache.commons.fileupload2.servlet.ServletFileUpload.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,no-break-pass (direct)
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.FileItem.getString()Ljava/lang/String;,org.apache.commons.fileupload2.FileItem.delete()V,true-spec
org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,org.apache.commons.fileupload2.disk.DiskFileItem.getCharSet()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.get()[B,org.apache.commons.fileupload2.disk.DiskFileItem.getContentType()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.DefaultFileItemFactory.setSizeThreshold(I)V,org.apache.commons.fileupload2.DefaultFileItemFactory.getRepository()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.DefaultFileItemFactory.setSizeThreshold(I)V,org.apache.commons.fileupload2.DefaultFileItemFactory.getSizeThreshold()I,spurious-spec
org.apache.commons.fileupload2.DefaultFileItemFactory.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileItemFactory.createItem(Ljava/lang/String;Ljava/lang/String;ZLjava/lang/String;)Lorg/apache/commons/fileupload2/FileItem;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.DiskFileUpload.parseRequest(Ljavax/servlet/http/HttpServletRequest;)Ljava/util/List;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getBoundary(Ljava/lang/String;)[B,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getFieldName(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getFieldName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getFileItemFactory()Lorg/apache/commons/fileupload2/FileItemFactory;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getFileName(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getFileName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getItemIterator(Lorg/apache/commons/fileupload2/RequestContext;)Lorg/apache/commons/fileupload2/FileItemIterator;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.getParsedHeaders(Ljava/lang/String;)Lorg/apache/commons/fileupload2/FileItemHeaders;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.newFileItemHeaders()Lorg/apache/commons/fileupload2/util/FileItemHeadersImpl;,spurious-spec
org.apache.commons.fileupload2.DiskFileUpload.setSizeThreshold(I)V,org.apache.commons.fileupload2.FileUploadBase.parseRequest(Lorg/apache/commons/fileupload2/RequestContext;)Ljava/util/List;,spurious-spec
org.apache.commons.fileupload2.FileItem.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileItem.get()[B,spurious-spec
org.apache.commons.fileupload2.FileItem.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileItem.getFieldName()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItem.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.disk.DiskFileItem.getStoreLocation()Ljava/io/File;,spurious-spec
org.apache.commons.fileupload2.FileItem.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.disk.DiskFileItem.isInMemory()Z,spurious-spec
org.apache.commons.fileupload2.FileItem.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.disk.DiskFileItem.write(Ljava/io/File;)V,spurious-spec
org.apache.commons.fileupload2.FileItemStream.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.FileItemStream.getHeaders()Lorg/apache/commons/fileupload2/FileItemHeaders;,spurious-spec
org.apache.commons.fileupload2.FileItemStream.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.FileItemStream.isFormField()Z,spurious-spec
org.apache.commons.fileupload2.FileItemStream.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.FileItemStream.openStream()Ljava/io/InputStream;,spurious-spec
org.apache.commons.fileupload2.FileItemStream.getContentType()Ljava/lang/String;,org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.close()V,spurious-spec
org.apache.commons.fileupload2.FileItemStream.getHeaders()Lorg/apache/commons/fileupload2/FileItemHeaders;,org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.close()V,spurious-spec
org.apache.commons.fileupload2.FileItemStream.isFormField()Z,org.apache.commons.fileupload2.FileItemStream.getFieldName()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItemStream.isFormField()Z,org.apache.commons.fileupload2.FileItemStream.getHeaders()Lorg/apache/commons/fileupload2/FileItemHeaders;,spurious-spec
org.apache.commons.fileupload2.FileItemStream.isFormField()Z,org.apache.commons.fileupload2.FileItemStream.getName()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileItemStream.isFormField()Z,org.apache.commons.fileupload2.FileItemStream.openStream()Ljava/io/InputStream;,spurious-spec
org.apache.commons.fileupload2.FileItemStream.isFormField()Z,org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.close()V,spurious-spec
org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileItemStream.getContentType()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileItemStream.getFieldName()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileItemStream.getHeaders()Lorg/apache/commons/fileupload2/FileItemHeaders;,true-spec
org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileItemStream.isFormField()Z,spurious-spec
org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileItemStream.openStream()Ljava/io/InputStream;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.setHeaders(Lorg/apache/commons/fileupload2/FileItemHeaders;)V,org.apache.commons.fileupload2.FileUploadBase$FileItemIteratorImpl$FileItemStreamImpl.close()V,spurious-spec
org.apache.commons.fileupload2.FileUploadBase$FileSizeLimitExceededException.setFieldName(Ljava/lang/String;)V,org.apache.commons.fileupload2.FileUploadBase$FileSizeLimitExceededException.setFileName(Ljava/lang/String;)V,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.getFileName(Ljava/lang/String;)Ljava/lang/String;,org.apache.commons.fileupload2.FileUploadBase.getFileItemFactory()Lorg/apache/commons/fileupload2/FileItemFactory;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.getFileName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,org.apache.commons.fileupload2.FileUploadBase.getFileItemFactory()Lorg/apache/commons/fileupload2/FileItemFactory;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.getBoundary(Ljava/lang/String;)[B,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.getFieldName(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.getFieldName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.getFileName(Ljava/lang/String;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.getFileName(Lorg/apache/commons/fileupload2/FileItemHeaders;)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.getParsedHeaders(Ljava/lang/String;)Lorg/apache/commons/fileupload2/FileItemHeaders;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.newFileItemHeaders()Lorg/apache/commons/fileupload2/util/FileItemHeadersImpl;,spurious-spec
org.apache.commons.fileupload2.FileUploadBase.setFileItemFactory(Lorg/apache/commons/fileupload2/FileItemFactory;)V,org.apache.commons.fileupload2.FileUploadBase.parseHeaderLine(Lorg/apache/commons/fileupload2/util/FileItemHeadersImpl;Ljava/lang/String;)V,spurious-spec
org.apache.commons.fileupload2.MockHttpServletRequest.setContentLength(J)V,org.apache.commons.fileupload2.MockHttpServletRequest.setReadLimit(I)V,spurious-spec
org.apache.commons.fileupload2.MultipartStream$ProgressNotifier.noteBytesRead(I)V,org.apache.commons.fileupload2.MultipartStream$ProgressNotifier.noteItem()V,spurious-spec
org.apache.commons.fileupload2.MultipartStream.setHeaderEncoding(Ljava/lang/String;)V,org.apache.commons.fileupload2.MultipartStream.findSeparator()I,spurious-spec
org.apache.commons.fileupload2.MultipartStream.setHeaderEncoding(Ljava/lang/String;)V,org.apache.commons.fileupload2.MultipartStream.newInputStream()Lorg/apache/commons/fileupload2/MultipartStream$ItemInputStream;,spurious-spec
org.apache.commons.fileupload2.MultipartStream.setHeaderEncoding(Ljava/lang/String;)V,org.apache.commons.fileupload2.MultipartStream.readHeaders()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.ParameterParser.setLowerCaseNames(Z)V,org.apache.commons.fileupload2.ParameterParser.parse(Ljava/lang/String;[C)Ljava/util/Map;,sometimes-true-spec
org.apache.commons.fileupload2.ParameterParser.setLowerCaseNames(Z)V,org.apache.commons.fileupload2.ParameterParser.parseQuotedToken([C)Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.RequestContext.getContentLength()I,org.apache.commons.fileupload2.RequestContext.getCharacterEncoding()Ljava/lang/String;,spurious-spec
org.apache.commons.fileupload2.RequestContext.getContentLength()I,org.apache.commons.fileupload2.RequestContext.getInputStream()Ljava/io/InputStream;,spurious-spec
org.apache.commons.fileupload2.disk.DiskFileItem.getTempFile()Ljava/io/File;,org.apache.commons.fileupload2.FileItem.getFieldName()Ljava/lang/String;,spurious-spec
