id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00188,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;MULTIPLE_PERTURBATIONS,0,0,0,0,no
00194,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00195,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00196,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00197,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00198,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00199,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00200,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00201,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00202,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00203,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00204,no,lv-ls-u,ls,unknown,ONE_STATELESS_METHOD;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION;REVISIT,0,0,0,0,no
00205,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;WEAK_ORACLE;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION,0,0,0,0,no
00206,no,lv-ls,ls,spurious-spec,ONE_STATELESS_METHOD,0,0,0,0,no
00207,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00219,no,lv-ls,ls,spurious-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00220,no,ls,ls,spurious-spec,WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00221,no,ls,ls,spurious-spec,WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00222,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;WEAK_ORACLE;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00223,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00224,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00225,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00226,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00227,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00228,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00229,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00230,no,ls,ls,spurious-spec,WEAK_ORACLE;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00231,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00232,no,lv,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00233,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00234,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00235,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00236,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00237,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00238,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00239,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00240,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00241,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00242,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00243,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00244,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION,0,0,0,0,no
00245,no,u,ls,true-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION,0,0,0,0,no
00246,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION,0,0,0,0,no
00247,no,lv-ls-u,ls,true-spec,GOOD_EXAMPLE;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION;WEAK_ORACLE,0,0,0,0,no
00248,no,lv,ls,true-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION,0,0,0,0,no
00249,no,lv-ls-u,ls,true-spec,WEAK_ORACLE;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION,0,0,0,0,no
00250,no,lv-ls-u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;SWALLOWED_EXCEPTION;WEAK_ORACLE;GOOD_EXAMPLE,0,0,0,0,no
00251,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00252,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00253,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00254,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00255,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00256,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00257,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00258,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00259,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00260,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00261,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00262,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00263,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00264,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00265,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00266,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00267,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00268,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00269,no,u,ls,spurious-spec,ONE_STATELESS_METHOD;GOOD_EXAMPLE,0,0,0,0,no
00270,no,lv,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00271,no,u,ls,spurious-spec,,0,0,0,0,no
00272,no,u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00273,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00274,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00275,no,lv-ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,yes
00278,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00279,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00280,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00281,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00282,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00283,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00286,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00287,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00288,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00289,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00291,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00292,no,lv-ls,ls,spurious-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00293,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;UNRELATED_STATEFUL_METHODS;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00294,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;UNRELATED_STATEFUL_METHODS;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00295,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00296,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00297,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;ONE_STATELESS_METHOD;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00298,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00299,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00300,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00301,no,ls,ls,spurious-spec,WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00302,no,ls,ls,spurious-spec,WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00303,no,ls,ls,spurious-spec,WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00304,no,ls,ls,spurious-spec,WEAK_ORACLE;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00305,no,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;WEAK_ORACLE,0,0,0,0,no
00306,no,lv-ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,yes
00309,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00310,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00311,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00312,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00313,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00314,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00316,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00317,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00318,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00319,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00321,yes,u,u,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,1,yes
00322,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00323,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID,0,0,0,0,no
00324,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID,0,1,0,1,no
00325,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00326,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;SWALLOWED_EXCEPTION,0,0,0,0,no
00327,no,u,ls,true-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION,0,0,0,0,no
00328,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION,0,0,0,0,no
00329,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00330,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID,0,1,0,0,no
00331,no,lv-ls-u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;SWALLOWED_EXCEPTION;METHOD_A_RETURNS_VOID;WEAK_ORACLE;GOOD_EXAMPLE,0,0,0,0,no
00332,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00333,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION,0,1,0,0,no
00334,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION,0,0,0,0,no
00335,no,lv-ls-u,ls,spurious-spec,UNRELATED_STATEFUL_METHODS;SWALLOWED_EXCEPTION;METHOD_A_RETURNS_VOID;WEAK_ORACLE;GOOD_EXAMPLE,0,0,0,0,no
00336,no,lv-ls,ls,spurious-spec,EXPECTED_EXCEPTION;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,yes
00337,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00338,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00339,no,ls,ls,spurious-spec,ONE_STATELESS_METHOD;WEAK_ORACLE,0,0,0,0,no
00340,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00341,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00342,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00343,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00344,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00345,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00346,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00347,yes,ls,ls,true-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,1,0,0,no
00348,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00349,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00350,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00351,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00352,no,ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00353,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00354,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00355,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00356,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00357,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00358,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00359,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00360,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,1,0,0,no
00361,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;SWALLOWED_EXCEPTION;METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00362,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00363,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;MULTIPLE_PERTURBATIONS;STATE_RESTORED,0,0,0,0,no
00364,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_PURE_SETTERS;STATE_RESTORED,0,0,0,0,no
00365,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00366,yes,ls,ls,true-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION,0,1,0,0,no
00367,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00368,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00369,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00370,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00371,no,ls,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00372,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00373,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00374,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00375,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00376,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00377,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00378,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00379,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00380,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,1,0,0,no
00381,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;SWALLOWED_EXCEPTION;ONE_PURE_SETTER,0,0,0,0,no
00382,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00383,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00384,yes,lv,lv,true-spec,METHOD_A_RETURNS_VOID,0,2,0,2,yes
00385,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00386,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00387,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;MULTIPLE_PERTURBATIONS;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00388,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_STATEFUL_METHODS;STATE_RESTORED,0,0,0,0,no
00389,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;MULTIPLE_PERTURBATIONS;STATE_RESTORED,0,0,0,0,no
00390,yes,u,u,sometimes-true-spec,METHOD_A_RETURNS_VOID;SOMETIMES_TRUE_SPEC,0,2,0,1,yes
