id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00257,no,u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;SUPPLEMENTARY_EVIDENCE_BY_JAVADOC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00260,no,lv,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00268,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CHECKS_MISDIRECTED_OUTPUT;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;ONE_STATELESS_METHOD,0,0,0,0,yes
00269,no,lv-ls-u,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;MULTIPLE_PERTURBATIONS;METHOD_B_AFTER_CRITICAL_POINT;ORDER_OF_ASSERTIONS;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00275,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CHECKS_MISDIRECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00285,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;SPECIAL_NBP,0,0,0,0,no
00286,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00287,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;STATE_RESTORED,0,0,0,0,no
00288,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00289,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00290,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;STATE_RESTORED,0,0,0,0,no
00291,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,1,0,0,no
00292,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;STATE_RESTORED,0,0,0,0,no
00294,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,1,0,0,no
00295,yes,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;DYNAMIC_DISPATCH;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;WEAK_ORACLE,0,1,0,0,no
00296,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00297,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00298,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00299,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00300,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00301,no,u,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00302,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER,0,0,0,0,no
00303,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER,0,0,0,0,no
00304,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00305,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00306,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00307,no,u,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00308,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00309,no,lv-ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00310,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00311,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;CONCURRENCY;ONE_PURE_SETTER;GOOD_EXAMPLE,0,0,0,0,no
00312,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER,0,1,0,0,no
00313,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER,0,0,0,0,no
00314,no,lv-ls,ls,spurious-spec,METHOD_B_AFTER_CRITICAL_POINT;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00315,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00316,no,lv-ls,ls,spurious-spec,METHOD_B_AFTER_CRITICAL_POINT;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,0,0,0,no
00317,no,lv-ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER,0,0,0,0,no
00318,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00319,yes,lv-ls,lv-ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER;WEAK_ORACLE,0,1,0,0,no
00320,yes,lv,lv,spurious-spec,SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;SUPPLEMENTARY_EVIDENCE_BY_JAVADOC;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER,0,1,0,0,no
00321,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CHECKS_MISDIRECTED_OUTPUT;ONE_PURE_SETTER,0,0,0,0,no
00322,no,u,ls,spurious-spec,METHOD_A_RETURNS_VOID;ORDER_OF_ASSERTIONS;CHECKS_MISDIRECTED_OUTPUT;ONE_STATELESS_METHOD,0,0,0,0,no
00323,no,lv-ls-u,ls,spurious-spec,MULTIPLE_PERTURBATIONS;METHOD_B_AFTER_CRITICAL_POINT;FALSE_POSITIVE;METHOD_A_RETURNS_VOID;WEAK_ORACLE;ORDER_OF_ASSERTIONS;GOOD_EXAMPLE,0,0,0,0,no
00324,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00325,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00326,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00327,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;WEAK_ORACLE,0,0,0,0,no
00328,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;ONE_PURE_SETTER;GOOD_EXAMPLE,0,0,0,0,no
00329,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00330,yes,u,u,sometimes-true-spec,SOMETIMES_TRUE_SPEC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,1,0,0,no
00331,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00332,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00333,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00334,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;STATE_RESTORED;ONE_PURE_SETTER,0,0,0,0,no
00336,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00337,no,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,0,0,0,no
00338,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00339,yes,ls,ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;WEAK_ORACLE;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00340,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;UNRELATED_PURE_SETTERS;STATE_RESTORED,0,0,0,0,no
00341,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00342,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;ONE_PURE_SETTER,0,0,0,0,no
00343,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION_NOT_THROWN;WEAK_ORACLE;ONE_PURE_SETTER,0,1,0,0,no
00344,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00345,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00346,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00347,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;EXPECTED_EXCEPTION_NOT_THROWN;WEAK_ORACLE;ONE_PURE_SETTER,0,1,0,0,no
00348,yes,lv,lv,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER,0,1,0,0,no
00349,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;ONE_PURE_SETTER,0,0,0,0,no
00350,no,u,ls,spurious-spec,NULL_REPLACEMENT_CAUSED_NULLPOINTEREXCEPTION;UNRELATED_STATELESS_METHODS,0,0,0,0,no
00351,yes,lv-u,lv-u,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;RETURN_VALUE_DISCARDED,3,3,1,0,no
00353,yes,u,u,true-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;RETURN_VALUE_DISCARDED,3,3,1,0,no
00355,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CHECKS_MISDIRECTED_OUTPUT;SOMETIMES_TRUE_SPEC,0,1,0,0,no
00356,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;CHECKS_MISDIRECTED_OUTPUT;WEAK_ORACLE,0,1,0,0,no
00358,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00359,yes,lv-ls,lv-ls,sometimes-true-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;CHECKS_MISDIRECTED_OUTPUT;SOMETIMES_TRUE_SPEC,0,3,0,0,no
00360,yes,lv-ls,lv-ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE,0,1,0,0,no
00361,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00363,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00364,no,ls,ls,spurious-spec,WEAK_ORACLE,0,0,0,0,no
00365,no,ls,ls,spurious-spec,WEAK_ORACLE;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;TRUE_SPEC_WITH_CALLER,0,0,0,0,no
00366,yes,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,1,2,0,0,no
00367,no,ls,ls,spurious-spec,WEAK_ORACLE,0,0,0,0,no
00368,no,ls,ls,spurious-spec,WEAK_ORACLE,0,0,0,0,no
00369,yes,lv-u,lv-u,true-spec,METHOD_A_RETURNS_VOID;MORE_COMPLEX_THAN_AB,3,3,1,0,no
00370,yes,lv-u,lv-u,true-spec,METHOD_A_RETURNS_VOID;MORE_COMPLEX_THAN_AB,3,2,1,0,no
00371,no,u,ls,spurious-spec,INSPECTION_TODO;ONE_STATELESS_METHOD;CONCURRENCY;GOOD_EXAMPLE;MORE_COMPLEX_THAN_AB,0,0,0,0,no
00372,no,u,ls,spurious-spec,INSPECTION_TODO;ONE_STATELESS_METHOD;CONCURRENCY;GOOD_EXAMPLE;MORE_COMPLEX_THAN_AB,0,0,0,0,no
00373,no,u,ls,spurious-spec,INSPECTION_TODO;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00374,no,u,ls,spurious-spec,INSPECTION_TODO;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00375,yes,lv-ls,lv-ls,sometimes-true-spec,DELAY_CAUSES_TIMEOUT;SOMETIMES_TRUE_SPEC;METHOD_A_RETURNS_VOID;ONE_PURE_SETTER;GOOD_EXAMPLE,0,1,0,0,no
00376,no,lv-ls,ls,true-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;ONE_PURE_SETTER,0,0,0,0,no
00377,no,ls,ls,true-spec,METHOD_A_RETURNS_VOID,0,0,0,0,no
00378,no,u,ls,true-spec,SUPPLEMENTARY_EVIDENCE_BY_JAVADOC;INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,0,0,0,no
00381,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00382,yes,u,u,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE;MORE_COMPLEX_THAN_AB,0,1,0,0,no
00383,yes,u,u,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;INSPECTION_TODO;ONE_STATELESS_METHOD;METHOD_A_RETURNS_VOID;CONCURRENCY;GOOD_EXAMPLE,0,1,0,0,no
00384,yes,u,u,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,2,0,2,0,no
00386,no,u,ls,true-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00387,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00388,no,lv-ls,ls,spurious-spec,DELAY_CAUSES_TIMEOUT;IMPLICITLY_EXPECTED_EXCEPTION;WEAK_ORACLE;METHOD_A_RETURNS_VOID,0,0,0,0,no
00389,no,u,ls,spurious-spec,INSPECTION_TODO;METHOD_A_RETURNS_VOID;GOOD_EXAMPLE;CONCURRENCY,0,0,0,0,no
00391,yes,lv-ls,lv-ls,true-spec,METHOD_A_RETURNS_VOID;IMPLICITLY_EXPECTED_EXCEPTION;WEAK_ORACLE,1,0,0,0,no
